place,mag,time,felt
Taiwan,3.9,317558309500,
Taiwan,4,317402539900,
Taiwan region,,317338156400,
Taiwan,,316511492300,
Taiwan region,4.7,315959311400,
Taiwan,4,315606830600,
Taiwan,,315025175100,
Taiwan region,5.1,314790391100,
Taiwan,,314462042500,
Taiwan,,313845886900,
Taiwan region,4,313391018600,
Taiwan region,4.8,313009783600,
Taiwan region,4.3,312972381700,
Taiwan region,4.8,312963352600,
Taiwan region,5.7,312960317400,
Taiwan,,312567632600,
Taiwan,,312566991600,
Taiwan,,309321431500,
Taiwan region,4.5,308939956700,
Taiwan region,3.8,308738764200,
Taiwan,5,308206989800,
Taiwan,4.2,307762561700,
Taiwan region,4.3,306908647200,
Taiwan,4.2,306116511300,
Taiwan,5.2,306104091400,
Taiwan region,,305921219700,
Taiwan,5,305054420700,
Taiwan,4.6,304551328300,
Taiwan,4.2,304506247100,
Taiwan,4.3,304440390600,
Taiwan,,303996057700,
Taiwan,,303865860300,
Taiwan,4.3,303813273600,
Taiwan,4,302721301200,
Taiwan,4.2,301677628800,
Taiwan region,,301531605300,
Taiwan,5.1,301331548900,
Taiwan,3.8,301295228500,
Taiwan region,4,299828766900,
Taiwan,4.3,297300025500,
Taiwan region,4.4,297241146200,
Taiwan,,297142285900,
Taiwan region,5.1,297130137100,
Taiwan region,4.5,296721167100,
Taiwan,,296317002100,
Taiwan,3.9,294573415600,
Taiwan,,293305411400,
Taiwan,,291090581000,
Taiwan region,,290670795600,
Taiwan region,4,290251609100,
Taiwan region,4.6,290179703700,
Taiwan region,3.7,289803123500,
Taiwan,4.6,289226076700,
Taiwan region,4.3,288543890100,
Taiwan,,288336174700,
Taiwan region,4.1,288039138300,
Taiwan,,285952244400,
Taiwan,,285532521000,
Taiwan,,285529658600,
Taiwan region,,285517992400,
Taiwan,4.8,285129207200,
Taiwan region,,284828997000,
Taiwan,,284812744600,
Taiwan,,284709601000,
Taiwan region,4.5,284261437300,
Taiwan region,5.1,284193531200,
Taiwan,,283981733400,
Taiwan region,,283515286700,
Taiwan region,5.3,283506548400,
Taiwan,,283503597800,
Taiwan region,,283487430200,
Taiwan,,283391684100,
Taiwan,,283386275000,
Taiwan,4,283381515200,
Taiwan,,283357179500,
Taiwan,,283342739900,
Taiwan,,283342549700,
Taiwan region,,283334697900,
Taiwan,,283320511500,
Taiwan region,4.2,283315514500,
Taiwan,,283311332200,
Taiwan,,283304075400,
Taiwan,,283291891400,
Taiwan,,283277710100,
Taiwan,5,283273432900,
Taiwan,5,283266519900,
Taiwan,4.7,283266101600,
Taiwan,,283261569100,
Taiwan,4.5,280453494200,
Taiwan,4.5,280143294200,
Taiwan region,4.6,279685630100,
Taiwan,4,278449124400,
Taiwan region,,277672684700,
Taiwan region,,275153050000,
Taiwan region,,275031577400,
Taiwan region,3.7,274971704100,
Taiwan,4.4,274496013100,
Taiwan,5.2,274400736600,
Taiwan,5.4,274293242200,
Taiwan,5,274292028000,
Taiwan,5,274291852800,
Taiwan,5.1,274290634700,
Taiwan,5,274105144900,
Taiwan,4.7,273891541400,
Taiwan,4.2,273855827700,
Taiwan,,273851487600,
Taiwan,,273822593200,
Taiwan,5.3,273814952200,
Taiwan,,273627694700,
Taiwan,6.1,273549453400,
Taiwan region,,273542228700,
Taiwan region,4.2,273436070800,
Taiwan region,5.2,272955188200,
Taiwan,4.8,272682939200,
Taiwan,4.2,271961412900,
Taiwan region,5.4,271827691800,
Taiwan,,271762182500,
Taiwan Strait,5.3,271539369300,
Taiwan,5.5,271535703400,
Taiwan region,4.5,271333009900,
Taiwan,4,271316515900,
Taiwan region,,271314620400,
Taiwan region,4.7,271299369100,
Taiwan region,4.3,270750743600,
Taiwan region,,270730671200,
Taiwan,4.9,270692442400,
Taiwan region,,270665148600,
Taiwan region,,270519017900,
Taiwan region,,270517143000,
Taiwan region,,270481834900,
Taiwan region,,270308325100,
Taiwan region,,270302199200,
Taiwan region,3.9,270295100700,
Taiwan region,4.1,270276515200,
Taiwan region,,270276420200,
Taiwan region,,270275830100,
Taiwan region,4.7,270272040200,
Taiwan region,,270264520000,
Taiwan region,,270259629300,
Taiwan region,5.2,270237389300,
Taiwan region,,270231776600,
Taiwan region,,270217144900,
Taiwan region,4.5,270198324400,
Taiwan region,4.5,270188185200,
Taiwan region,,270185363600,
Taiwan region,4.5,270184292000,
Taiwan region,,270177213900,
Taiwan region,5.4,270172484700,
Taiwan region,,270164699000,
Taiwan region,,270164554400,
Taiwan region,4.3,270156049900,
Taiwan,,270155824400,
Taiwan region,,270143086900,
Taiwan region,5.5,270128513000,
Taiwan region,5.2,270095819900,
Taiwan region,,270087581000,
Taiwan region,,270085722000,
Taiwan region,,270083752400,
Taiwan region,,270082395200,
Taiwan region,,270081968200,
Taiwan region,,270081027700,
Taiwan region,,270079262200,
Taiwan region,,270079082200,
Taiwan region,,270078746100,
Taiwan region,,270077210700,
Taiwan region,,270076980200,
Taiwan region,4.4,270076028100,
Taiwan region,,270075950600,
Taiwan region,,270075526700,
Taiwan region,,270074420400,
Taiwan region,,270073999200,
Taiwan region,,270073322300,
Taiwan region,,270072346000,
Taiwan region,,270071255100,
Taiwan region,,270071041300,
Taiwan region,,270070406300,
Taiwan region,,270070317800,
Taiwan region,,270068548900,
Taiwan region,,270066249700,
Taiwan region,,270064849400,
Taiwan region,,270064153500,
Taiwan region,,270063365100,
Taiwan region,5.1,270060971200,
Taiwan region,,270060280700,
Taiwan region,,270059997600,
Taiwan region,4.8,270057930500,
Taiwan region,5,270057762800,
Taiwan region,5.1,270057121900,
Taiwan region,5,270054865800,
Taiwan region,7.4,270052956900,
Taiwan,3.9,268554418500,
Taiwan,4,265562416100,
Taiwan,5,265388944500,
Taiwan,4.9,265124650700,
Taiwan,4.2,263347429800,
Taiwan region,,261496316900,
Taiwan,4.5,261407533600,
Taiwan,4.2,261170173900,
Taiwan region,5.7,260879168800,
Taiwan,3.9,260793861300,
Taiwan,,258941776400,
Taiwan,4.2,255755433000,
Taiwan,5,255079131900,
Taiwan,3.8,253820814100,
Taiwan,4,252201390200,
Taiwan,,251995532800,
Taiwan,5.2,251937228100,
Taiwan,5.1,250742643400,
Taiwan,4.6,250326735400,
Taiwan,4.9,250237139400,
Taiwan,4.9,249981267700,
Taiwan,4.1,249335228900,
Taiwan,4.9,247280565800,
Taiwan,,247124805600,
Taiwan region,5.1,246892618300,
Taiwan region,5.5,246148774100,
Taiwan,4.7,245961023600,
Taiwan,4.7,245591220700,
Taiwan region,4.3,245069414800,
Taiwan,4.2,241163634200,
Taiwan region,,240712490300,
Taiwan,4.8,240421915500,
Taiwan region,3.8,240362603200,
Taiwan,4.9,233421158500,
Taiwan,,228052121400,
Taiwan,5.3,222661206300,
Taiwan,,217005116300,
Taiwan,,213533863700,
Taiwan,5,213532078100,
Taiwan,3.8,212810429300,
Taiwan,4.7,211110850200,
Taiwan,5.3,211109978000,
Taiwan,4.7,206557349600,
Taiwan,5.1,203208058000,
Taiwan,3.9,200897360700,
Taiwan region,4.1,198818738300,
Taiwan,5.5,198338446000,
Taiwan,5.7,196132018700,
Taiwan,4.9,195321056300,
Taiwan,4.4,194411948700,
Taiwan,,194152064900,
Taiwan,5.8,193914151600,
Taiwan,4.6,185283963400,
Taiwan,5.2,185127903300,
Taiwan,4.7,177979727200,
Taiwan,,175323217100,
Taiwan,5.2,175102702700,
Taiwan Strait,4.8,173987400100,
Taiwan,5.1,173028331500,
Taiwan region,4.1,171548885800,
Taiwan,4.8,168101615700,
Taiwan region,4.7,166707081200,
Taiwan,4.6,157445099500,
Taiwan,5.3,150732716100,
Taiwan region,4.1,147822023600,
Taiwan,5,146462329100,
Taiwan,4,142621072800,
Taiwan,3.9,141729193400,
Taiwan region,4.4,138804122800,
Taiwan region,5.5,136965455000,
Taiwan,5,136407127400,
Taiwan,3.7,134912697000,
Taiwan region,4.9,134866791100,
Taiwan region,4.7,134380293400,
Taiwan,4.5,133174550700,
Taiwan region,4.6,132928366900,
Taiwan,4.4,132778529600,
Taiwan,4.4,129661472600,
Taiwan,4.8,129377876400,
Taiwan,5,128515335500,
Taiwan,5.1,128506607700,
Taiwan,4.9,128505896400,
Taiwan,5.1,127543950700,
Taiwan,4.8,125614208000,
Taiwan,4,124636207800,
Taiwan region,,124129829600,
Taiwan region,5,123939332500,
Taiwan,4.3,120777923500,
Taiwan,5.1,118378782200,
Taiwan,4.7,118054589200,
Taiwan region,4.9,117151756600,
Taiwan region,4.3,113452049400,
Taiwan region,5.6,112730012300,
Taiwan region,5.2,110310207600,
Taiwan region,4.7,109567788000,
Taiwan region,4.4,108367798600,
Taiwan region,4.4,108282121900,
Taiwan,4.6,108134984200,
Taiwan,5.2,104419756000,
Taiwan,4.8,102034410600,
Taiwan region,5.9,98498956200,
Taiwan,4.8,98163148000,
Taiwan,5.8,91162037000,
Taiwan,6.1,90182475000,
Taiwan,5.6,90080744000,
Taiwan region,6.4,86062468000,
Taiwan region,6.3,86039848000,
Taiwan,5.7,74481689000,
Taiwan,5.6,73908969000,
Taiwan,5.6,72986312000,
Taiwan,7,72957441000,
Taiwan,7.1,65158884000,
Taiwan,6.2,57703730000,
Taiwan region,5.8,56796021000,
Taiwan,5.6,55862138000,
Taiwan,6.3,51438536000,
Taiwan region,5.6,42768577000,
Taiwan region,6.2,27417501000,
Taiwan region,5.9,-10153065000,
Taiwan region,7.1,-58280981000,
Taiwan region,6.2,-103963753000,
Taiwan,5.8,-123314538000,
Taiwan,5.9,-142431826000,
Taiwan region,6.7,-145953627000,
Taiwan region,5.8,-151451871000,
Taiwan,6.2,-160839532000,
Taiwan region,5.9,-170784915000,
Taiwan,6.5,-187876516000,
Taiwan,6.3,-215518878000,
Taiwan,6.5,-228189815000,
Taiwan,5.8,-259982699000,
Taiwan region,6.5,-324076988000,
Taiwan region,5.7,-327452242000,
Taiwan region,5.9,-327537532000,
Taiwan region,7.2,-327596574000,
Taiwan,5.6,-369167276000,
Taiwan region,6.2,-372382554000,
Taiwan,5.8,-373394234000,
Taiwan,6,-376810262000,
Taiwan,6.8,-385018262000,
Taiwan,6,-389967443000,
Taiwan,6.9,-405574420000,
Taiwan,5.9,-448697381000,
Taiwan region,6.3,-450365908000,
Taiwan,6.1,-455701193000,
Taiwan region,6.2,-458927601000,
Taiwan,6.2,-459971312000,
Taiwan,5.8,-482516791000,
Taiwan,5.9,-531047648000,
Taiwan region,6.1,-570387684000,
Taiwan region,6.4,-571166485000,
Taiwan,7.8,-571295376000,
Taiwan,7.3,-571295562000,
Taiwan,5.9,-572638038000,
Taiwan,6.1,-573689046000,
Taiwan,6.6,-573910812000,
Taiwan,6,-573992261000,
Taiwan,5.9,-574018414000,
Taiwan,6.3,-574028453000,
Taiwan,6.3,-574095881000,
Taiwan,6.6,-574123218000,
Taiwan,5.9,-574129409000,
Taiwan,6.3,-574139298000,
Taiwan region,6,-574140909000,
Taiwan,6.2,-574147043000,
Taiwan,6.5,-574156379000,
Taiwan,6.5,-574158607000,
Taiwan,6.5,-574161189000,
Taiwan,6.3,-574167523000,
Taiwan,6.6,-574168274000,
Taiwan,6.5,-574174132000,
Taiwan,7,-574193813000,
Taiwan,6.5,-574195332000,
Taiwan,6.7,-574198308000,
Taiwan,7.2,-574201825000,
Taiwan,7.5,-574223139000,
Taiwan,6.1,-584849378000,
Taiwan,5.9,-604774346000,
Taiwan,6.1,-607811421000,
Taiwan region,6.3,-770521002000,
Taiwan,6.5,-817454392000,
Taiwan region,6.8,-823114260000,
Taiwan region,6.5,-823776165000,
Taiwan,6.3,-860617259000,
Taiwan,7.3,-884925617000,
Taiwan region,6.8,-980470748000,
Taiwan,6.5,-985163619000,
Taiwan,7.2,-988315000000,
Taiwan,6.6,-1011104863000,
Taiwan region,6.7,-1011416761000,
Taiwan region,6.9,-1011886069000,
Taiwan region,7.1,-1052759305000,
Taiwan region,7,-1083277336000,
Taiwan,7,-1095040679000,
Taiwan,6.3,-1116862896000,
Taiwan,6.7,-1158254114000,
Taiwan,6.3,-1232812738000,
Taiwan,6.4,-1336629059000,
Taiwan region,6.5,-1366532172000,
Taiwan,6.4,-1488879431000,
Taiwan,7,-1489968788000,
Taiwan,7.1,-1493700233000,
Taiwan region,6.4,-1552571858000,
Taiwan,8.2,-1564429105000,
Taiwan region,6.9,-1578885746000,
